"Sample_ID","JD","TSSR"
"bam-mn_m:MNBBA:T117R24a:2:09:2009-6-11T7:25:00Z",161,-3.03807999412219
"bam-mn_m:MNBBA:T117R24a:3:09:2009-6-11T7:9:00Z",161,-3.30474666078885
"bam-mn_m:MNBBA:T117R25a:1:11:2011-6-11T7:49:00Z",161,-2.63971896555689
"bam-mn_m:MNBBA:T117R25a:2:11:2011-6-11T7:20:00Z",161,-3.12305229889022
"bam-mn_m:MNBBA:T117R25a:3:11:2011-6-11T7:34:00Z",161,-2.88971896555689
"bam-mn_m:MNBBA:T117R26a:1:11:2011-6-11T7:35:00Z",161,-2.87305229889022
"bam-mn_m:MNBBA:T117R26a:2:11:2011-6-11T7:24:00Z",161,-3.05638563222355
"bam-mn_m:MNBBA:T117R26a:3:11:2011-6-11T7:8:00Z",161,-3.32305229889022
"bam-mn_m:MNBBA:T117R27a:1:11:2011-6-13T6:10:00Z",163,-4.2849520923694
"bam-mn_m:MNBBA:T117R27a:2:11:2011-6-13T6:24:00Z",163,-4.05161875903606
"bam-mn_m:MNBBA:T117R27a:3:11:2011-6-13T5:54:00Z",163,-4.55161875903606
"bam-mn_m:MNBBA:T117R28a:1:11:2011-6-13T7:10:00Z",163,-3.2849520923694
"bam-mn_m:MNBBA:T117R28a:2:11:2011-6-13T7:26:00Z",163,-3.01828542570273
"bam-mn_m:MNBBA:T117R28a:3:11:2011-6-13T6:52:00Z",163,-3.5849520923694
"bam-mn_m:MNBBA:T117R29a:1:11:2011-6-13T7:51:00Z",163,-2.60161875903606
"bam-mn_m:MNBBA:T117R29a:2:11:2011-6-13T8:3:00Z",163,-2.40161875903606
"bam-mn_m:MNBBA:T117R29a:3:11:2011-6-13T7:40:00Z",163,-2.7849520923694
"bam-mn_m:MNBBA:T117R30a:1:11:2011-6-13T8:9:00Z",163,-2.30161875903606
"bam-mn_m:MNBBA:T117R30a:2:11:2011-6-13T8:20:00Z",163,-2.11828542570273
"bam-mn_m:MNBBA:T117R30a:3:11:2011-6-13T8:32:00Z",163,-1.91828542570273
"bam-mn_m:MNBBA:T117R31a:1:12:2012-5-30T6:40:00Z",150,-3.95935882687569
"bam-mn_m:MNBBA:T117R31a:2:12:2012-5-30T6:26:00Z",150,-4.19269216020902
"bam-mn_m:MNBBA:T117R31a:3:12:2012-5-30T6:9:00Z",150,-4.47602549354235
"bam-mn_m:MNBBA:T117R32a:1:12:2012-5-30T5:25:00Z",150,-5.20935882687569
"bam-mn_m:MNBBA:T117R32a:2:12:2012-5-30T5:12:00Z",150,-5.42602549354235
"bam-mn_m:MNBBA:T117R32a:3:12:2012-5-30T5:40:00Z",150,-4.95935882687569
"bam-mn_m:MNBBA:T117R33a:1:12:2012-5-29T8:46:00Z",149,-1.87002756264475
"bam-mn_m:MNBBA:T117R33a:2:12:2012-5-29T8:33:00Z",149,-2.08669422931141
"bam-mn_m:MNBBA:T117R33a:3:12:2012-5-29T8:17:00Z",149,-2.35336089597808
"bam-mn_m:MNBBA:T117R34a:1:12:2012-5-29T6:7:00Z",149,-4.52002756264475
"bam-mn_m:MNBBA:T117R34a:2:12:2012-5-29T5:37:00Z",149,-5.02002756264475
"bam-mn_m:MNBBA:T117R34a:3:12:2012-5-29T5:57:00Z",149,-4.68669422931141
"bam-mn_m:MNBBA:T117R35a:1:12:2012-5-29T5:10:00Z",149,-5.47002756264475
"bam-mn_m:MNBBA:T117R35a:2:12:2012-5-29T5:24:00Z",149,-5.23669422931141
"bam-mn_m:MNBBA:T117R35a:3:12:2012-5-29T5:48:00Z",149,-4.83669422931141
"bam-mn_m:MNBBA:T117R36a:1:12:2012-5-29T8:40:00Z",149,-1.97002756264475
"bam-mn_m:MNBBA:T117R36a:2:12:2012-5-29T8:55:00Z",149,-1.72002756264475
"bam-mn_m:MNBBA:T117R36a:3:12:2012-5-29T8:23:00Z",149,-2.25336089597808
"bam-mn_m:MNBBA:T117R37a:1:10:2010-6-3T8:45:00Z",153,-1.84354785197311
"bam-mn_m:MNBBA:T117R37a:2:10:2010-6-3T9:3:00Z",153,-1.54354785197311
"bam-mn_m:MNBBA:T117R37a:3:10:2010-6-3T8:22:00Z",153,-2.22688118530644
"bam-mn_m:MNBBA:T117R38a:1:10:2010-6-3T5:19:00Z",153,-5.27688118530644
"bam-mn_m:MNBBA:T117R38a:2:10:2010-6-3T5:36:00Z",153,-4.99354785197311
"bam-mn_m:MNBBA:T117R38a:3:10:2010-6-3T5:55:00Z",153,-4.67688118530644
"bam-mn_m:MNBBA:T117R39a:1:10:2010-6-2T8:59:00Z",152,-1.61867577460077
"bam-mn_m:MNBBA:T117R39a:2:10:2010-6-2T8:45:00Z",152,-1.8520091079341
"bam-mn_m:MNBBA:T117R39a:3:10:2010-6-2T8:23:00Z",152,-2.21867577460077
"bam-mn_m:MNBBA:T117R40a:1:10:2010-6-2T5:33:00Z",152,-5.0520091079341
"bam-mn_m:MNBBA:T117R40a:2:10:2010-6-2T5:48:00Z",152,-4.8020091079341
"bam-mn_m:MNBBA:T117R40a:3:10:2010-6-2T5:17:00Z",152,-5.31867577460077
"bam-mn_m:MNBBA:T117R41a:1:10:2010-6-1T5:13:00Z",151,-5.39444427808126
"bam-mn_m:MNBBA:T117R41a:2:10:2010-6-1T5:38:00Z",151,-4.97777761141459
"bam-mn_m:MNBBA:T117R41a:3:10:2010-6-1T5:57:00Z",151,-4.66111094474793
"bam-mn_m:MNBBA:T117R42a:1:10:2010-6-1T6:46:00Z",151,-3.84444427808126
"bam-mn_m:MNBBA:T117R42a:2:10:2010-6-1T6:32:00Z",151,-4.07777761141459
"bam-mn_m:MNBBA:T117R42a:3:10:2010-6-1T7:11:00Z",151,-3.42777761141459
"bam-mn_m:MNBBA:T117R43a:1:11:2011-5-27T8:1:00Z",146,-2.65253457387288
"bam-mn_m:MNBBA:T117R43a:2:11:2011-5-27T8:17:00Z",146,-2.38586790720622
"bam-mn_m:MNBBA:T117R43a:3:11:2011-5-27T8:31:00Z",146,-2.15253457387288
"bam-mn_m:MNBBA:T117R44a:1:11:2011-5-27T7:23:00Z",146,-3.28586790720622
"bam-mn_m:MNBBA:T117R44a:2:11:2011-5-27T7:39:00Z",146,-3.01920124053955
"bam-mn_m:MNBBA:T117R44a:3:11:2011-5-27T7:10:00Z",146,-3.50253457387288
"bam-mn_m:MNBBA:T117R45a:1:11:2011-5-28T9:21:00Z",147,-1.30683369663027
"bam-mn_m:MNBBA:T117R45a:2:11:2011-5-28T9:46:00Z",147,-0.890167029963599
"bam-mn_m:MNBBA:T117R45a:3:11:2011-5-28T10:3:00Z",147,-0.606833696630266
"bam-mn_m:MNBBA:T117R46a:1:11:2011-5-28T6:9:00Z",147,-4.50683369663027
"bam-mn_m:MNBBA:T117R46a:2:11:2011-5-28T5:45:00Z",147,-4.90683369663027
"bam-mn_m:MNBBA:T117R46a:3:11:2011-5-28T5:22:00Z",147,-5.2901670299636
"bam-mn_m:MNBBA:T118R21d:1:09:2009-6-4T6:19:00Z",154,-4.17330454409122
"bam-mn_m:MNBBA:T118R21d:2:09:2009-6-4T5:55:00Z",154,-4.57330454409122
"bam-mn_m:MNBBA:T118R21d:3:09:2009-6-4T6:6:00Z",154,-4.38997121075789
"bam-mn_m:MNBBA:T118R22a:1:09:2009-6-4T6:53:00Z",154,-3.60663787742456
"bam-mn_m:MNBBA:T118R22a:2:09:2009-6-4T6:41:00Z",154,-3.80663787742456
"bam-mn_m:MNBBA:T118R22a:3:09:2009-6-4T7:9:00Z",154,-3.33997121075789
"bam-mn_m:MNBBA:T118R23a:1:09:2009-6-7T7:6:00Z",157,-3.3709299681584
"bam-mn_m:MNBBA:T118R23a:2:09:2009-6-7T7:35:00Z",157,-2.88759663482507
"bam-mn_m:MNBBA:T118R23a:3:09:2009-6-7T7:23:00Z",157,-3.08759663482507
"bam-mn_m:MNBBA:T118R24a:1:09:2009-6-11T6:23:00Z",161,-4.07141332745552
"bam-mn_m:MNBBA:T118R24a:2:09:2009-6-11T6:37:00Z",161,-3.83807999412219
"bam-mn_m:MNBBA:T118R24a:3:09:2009-6-11T6:5:00Z",161,-4.37141332745552
"bam-mn_m:MNBBA:T118R25a:1:11:2011-6-11T8:53:00Z",161,-1.57305229889022
"bam-mn_m:MNBBA:T118R25a:2:11:2011-6-11T8:19:00Z",161,-2.13971896555689
"bam-mn_m:MNBBA:T118R25a:3:11:2011-6-11T8:40:00Z",161,-1.78971896555689
"bam-mn_m:MNBBA:T118R26a:1:11:2011-6-11T8:22:00Z",161,-2.08971896555689
"bam-mn_m:MNBBA:T118R26a:2:11:2011-6-11T8:7:00Z",161,-2.33971896555689
"bam-mn_m:MNBBA:T118R26a:3:11:2011-6-11T8:38:00Z",161,-1.82305229889022
"bam-mn_m:MNBBA:T118R27a:1:11:2011-6-13T6:20:00Z",163,-4.11828542570273
"bam-mn_m:MNBBA:T118R27a:2:11:2011-6-13T6:7:00Z",163,-4.3349520923694
"bam-mn_m:MNBBA:T118R27a:3:11:2011-6-13T5:50:00Z",163,-4.61828542570273
"bam-mn_m:MNBBA:T118R28a:1:11:2011-6-13T6:59:00Z",163,-3.46828542570273
"bam-mn_m:MNBBA:T118R28a:2:11:2011-6-13T6:48:00Z",163,-3.65161875903606
"bam-mn_m:MNBBA:T118R28a:3:11:2011-6-13T7:13:00Z",163,-3.2349520923694
"bam-mn_m:MNBBA:T118R29a:1:11:2011-6-13T7:50:00Z",163,-2.61828542570273
"bam-mn_m:MNBBA:T118R29a:2:11:2011-6-13T7:40:00Z",163,-2.7849520923694
"bam-mn_m:MNBBA:T118R29a:3:11:2011-6-13T8:0:00Z",163,-2.45161875903606
"bam-mn_m:MNBBA:T118R30a:1:11:2011-6-13T8:35:00Z",163,-1.86828542570273
"bam-mn_m:MNBBA:T118R30a:2:11:2011-6-13T8:25:00Z",163,-2.0349520923694
"bam-mn_m:MNBBA:T118R30a:3:11:2011-6-13T8:50:00Z",163,-1.61828542570273
"bam-mn_m:MNBBA:T118R31a:1:12:2012-5-30T7:18:00Z",150,-3.32602549354235
"bam-mn_m:MNBBA:T118R31a:2:12:2012-5-30T7:4:00Z",150,-3.55935882687569
"bam-mn_m:MNBBA:T118R31a:3:12:2012-5-30T7:38:00Z",150,-2.99269216020902
"bam-mn_m:MNBBA:T118R32a:1:12:2012-5-30T8:11:00Z",150,-2.44269216020902
"bam-mn_m:MNBBA:T118R32a:2:12:2012-5-30T8:24:00Z",150,-2.22602549354235
"bam-mn_m:MNBBA:T118R32a:3:12:2012-5-30T8:40:00Z",150,-1.95935882687569
"bam-mn_m:MNBBA:T118R33a:1:12:2012-5-29T7:45:00Z",149,-2.88669422931141
"bam-mn_m:MNBBA:T118R33a:2:12:2012-5-29T7:57:00Z",149,-2.68669422931141
"bam-mn_m:MNBBA:T118R33a:3:12:2012-5-29T7:27:00Z",149,-3.18669422931141
"bam-mn_m:MNBBA:T118R34a:1:12:2012-5-29T6:50:00Z",149,-3.80336089597808
"bam-mn_m:MNBBA:T118R34a:2:12:2012-5-29T7:3:00Z",149,-3.58669422931141
"bam-mn_m:MNBBA:T118R34a:3:12:2012-5-29T6:30:00Z",149,-4.13669422931141
"bam-mn_m:MNBBA:T118R35a:1:12:2012-5-29T6:32:00Z",149,-4.10336089597808
"bam-mn_m:MNBBA:T118R35a:2:12:2012-5-29T6:14:00Z",149,-4.40336089597808
"bam-mn_m:MNBBA:T118R35a:3:12:2012-5-29T6:53:00Z",149,-3.75336089597808
"bam-mn_m:MNBBA:T118R36a:1:12:2012-5-29T7:38:00Z",149,-3.00336089597808
"bam-mn_m:MNBBA:T118R36a:2:12:2012-5-29T7:24:00Z",149,-3.23669422931141
"bam-mn_m:MNBBA:T118R36a:3:12:2012-5-29T7:55:00Z",149,-2.72002756264475
"bam-mn_m:MNBBA:T118R37a:1:10:2010-6-3T7:56:00Z",153,-2.66021451863978
"bam-mn_m:MNBBA:T118R37a:2:10:2010-6-3T7:41:00Z",153,-2.91021451863978
"bam-mn_m:MNBBA:T118R37a:3:10:2010-6-3T7:28:00Z",153,-3.12688118530644
"bam-mn_m:MNBBA:T118R38a:1:10:2010-6-3T6:24:00Z",153,-4.19354785197311
"bam-mn_m:MNBBA:T118R38a:2:10:2010-6-3T6:39:00Z",153,-3.94354785197311
"bam-mn_m:MNBBA:T118R38a:3:10:2010-6-3T6:59:00Z",153,-3.61021451863978
"bam-mn_m:MNBBA:T118R39a:1:10:2010-6-2T7:17:00Z",152,-3.31867577460077
"bam-mn_m:MNBBA:T118R39a:2:10:2010-6-2T7:30:00Z",152,-3.1020091079341
"bam-mn_m:MNBBA:T118R39a:3:10:2010-6-2T7:50:00Z",152,-2.76867577460077
"bam-mn_m:MNBBA:T118R40a:1:10:2010-6-2T6:28:00Z",152,-4.13534244126744
"bam-mn_m:MNBBA:T118R40a:2:10:2010-6-2T6:15:00Z",152,-4.3520091079341
"bam-mn_m:MNBBA:T118R40a:3:10:2010-6-2T6:47:00Z",152,-3.81867577460077
"bam-mn_m:MNBBA:T118R41a:1:10:2010-6-1T8:58:00Z",151,-1.64444427808126
"bam-mn_m:MNBBA:T118R41a:2:10:2010-6-1T9:35:00Z",151,-1.02777761141459
"bam-mn_m:MNBBA:T118R41a:3:10:2010-6-1T9:20:00Z",151,-1.27777761141459
"bam-mn_m:MNBBA:T118R42a:1:10:2010-6-1T7:35:00Z",151,-3.02777761141459
"bam-mn_m:MNBBA:T118R42a:2:10:2010-6-1T8:6:00Z",151,-2.51111094474792
"bam-mn_m:MNBBA:T118R42a:3:10:2010-6-1T8:25:00Z",151,-2.19444427808126
"bam-mn_m:MNBBA:T118R43a:1:11:2011-5-27T5:41:00Z",146,-4.98586790720622
"bam-mn_m:MNBBA:T118R43a:2:11:2011-5-27T5:24:00Z",146,-5.26920124053955
"bam-mn_m:MNBBA:T118R43a:3:11:2011-5-27T5:56:00Z",146,-4.73586790720622
"bam-mn_m:MNBBA:T118R44a:1:11:2011-5-27T6:31:00Z",146,-4.15253457387288
"bam-mn_m:MNBBA:T118R44a:2:11:2011-5-27T6:17:00Z",146,-4.38586790720622
"bam-mn_m:MNBBA:T118R44a:3:11:2011-5-27T6:46:00Z",146,-3.90253457387288
"bam-mn_m:MNBBA:T118R45a:1:11:2011-5-28T8:50:00Z",147,-1.82350036329693
"bam-mn_m:MNBBA:T118R45a:2:11:2011-5-28T8:8:00Z",147,-2.52350036329693
"bam-mn_m:MNBBA:T118R45a:3:11:2011-5-28T8:40:00Z",147,-1.9901670299636
"bam-mn_m:MNBBA:T118R46a:1:11:2011-5-28T7:31:00Z",147,-3.1401670299636
"bam-mn_m:MNBBA:T118R46a:2:11:2011-5-28T7:15:00Z",147,-3.40683369663027
"bam-mn_m:MNBBA:T118R46a:3:11:2011-5-28T6:49:00Z",147,-3.8401670299636
"bam-mn_m:MNBBA:T119R21b:1:09:2009-6-5T8:31:00Z",155,-1.9663040422731
"bam-mn_m:MNBBA:T119R21b:2:09:2009-6-5T8:15:00Z",155,-2.23297070893976
"bam-mn_m:MNBBA:T119R21b:3:09:2009-6-5T8:3:00Z",155,-2.43297070893976
"bam-mn_m:MNBBA:T119R22a:1:09:2009-6-4T7:38:00Z",154,-2.85663787742456
"bam-mn_m:MNBBA:T119R22a:2:09:2009-6-4T8:7:00Z",154,-2.37330454409122
"bam-mn_m:MNBBA:T119R22a:3:09:2009-6-4T7:56:00Z",154,-2.55663787742456
"bam-mn_m:MNBBA:T119R23a:1:09:2009-6-7T8:7:00Z",157,-2.35426330149174
"bam-mn_m:MNBBA:T119R23a:2:09:2009-6-7T8:24:00Z",157,-2.0709299681584
"bam-mn_m:MNBBA:T119R23a:3:09:2009-6-7T8:37:00Z",157,-1.85426330149174
"bam-mn_m:MNBBA:T119R24a:1:09:2009-6-12T5:46:00Z",162,-4.68568467689885
"bam-mn_m:MNBBA:T119R24a:2:09:2009-6-12T5:31:00Z",162,-4.93568467689885
"bam-mn_m:MNBBA:T119R24a:3:09:2009-6-12T5:18:00Z",162,-5.15235134356552
"bam-mn_m:MNBBA:T119R25a:1:09:2009-6-11T6:8:00Z",161,-4.32141332745552
"bam-mn_m:MNBBA:T119R25a:2:09:2009-6-11T5:47:00Z",161,-4.67141332745552
"bam-mn_m:MNBBA:T119R25a:3:09:2009-6-11T5:20:00Z",161,-5.12141332745552
"bam-mn_m:MNBBA:T119R26a:1:09:2009-6-11T6:43:00Z",161,-3.73807999412219
"bam-mn_m:MNBBA:T119R26a:2:09:2009-6-11T7:18:00Z",161,-3.15474666078885
"bam-mn_m:MNBBA:T119R26a:3:09:2009-6-11T7:0:00Z",161,-3.45474666078885
"bam-mn_m:MNBBA:T119R27a:1:09:2009-7-2T9:0:00Z",182,-1.53720944894685
"bam-mn_m:MNBBA:T119R27a:2:09:2009-7-2T9:13:00Z",182,-1.32054278228018
"bam-mn_m:MNBBA:T119R27a:3:09:2009-7-2T8:35:00Z",182,-1.95387611561351
"bam-mn_m:MNBBA:T119R28a:1:09:2009-7-2T8:5:00Z",182,-2.45387611561351
"bam-mn_m:MNBBA:T119R28a:2:09:2009-7-2T8:15:00Z",182,-2.28720944894685
"bam-mn_m:MNBBA:T119R28a:3:09:2009-7-2T7:30:00Z",182,-3.03720944894685
"bam-mn_m:MNBBA:T119R29a:1:09:2009-7-2T8:10:00Z",182,-2.37054278228018
"bam-mn_m:MNBBA:T119R29a:2:09:2009-7-2T7:56:00Z",182,-2.60387611561351
"bam-mn_m:MNBBA:T119R29a:3:09:2009-7-2T7:38:00Z",182,-2.90387611561351
"bam-mn_m:MNBBA:T119R30a:1:11:2011-7-7T5:40:00Z",187,-4.92127839399709
"bam-mn_m:MNBBA:T119R30a:2:11:2011-7-7T5:52:00Z",187,-4.72127839399709
"bam-mn_m:MNBBA:T119R30a:3:11:2011-7-7T6:3:00Z",187,-4.53794506066375
"bam-mn_m:MNBBA:T119R31a:1:11:2011-7-7T6:33:00Z",187,-4.03794506066375
"bam-mn_m:MNBBA:T119R31a:2:11:2011-7-7T6:43:00Z",187,-3.96519785251882
"bam-mn_m:MNBBA:T119R31a:3:11:2011-7-7T6:20:00Z",187,-4.25461172733042
"bam-mn_m:MNBBA:T119R32a:1:11:2011-7-7T7:33:00Z",187,-3.13186451918549
"bam-mn_m:MNBBA:T119R32a:2:11:2011-7-7T7:5:00Z",187,-3.59853118585216
"bam-mn_m:MNBBA:T119R32a:3:11:2011-7-7T7:22:00Z",187,-3.31519785251882
"bam-mn_m:MNBBA:T119R33a:1:11:2011-7-7T8:1:00Z",187,-2.66519785251882
"bam-mn_m:MNBBA:T119R33a:2:11:2011-7-7T7:50:00Z",187,-2.84853118585216
"bam-mn_m:MNBBA:T119R33a:3:11:2011-7-7T8:17:00Z",187,-2.39853118585216
"bam-mn_m:MNBBA:T119R34a:1:11:2011-7-7T8:58:00Z",187,-1.62127839399709
"bam-mn_m:MNBBA:T119R34a:2:11:2011-7-7T8:47:00Z",187,-1.80461172733042
"bam-mn_m:MNBBA:T119R34a:3:11:2011-7-7T8:35:00Z",187,-2.00461172733042
"bam-mn_m:MNBBA:T119R35a:1:11:2011-7-7T9:20:00Z",187,-1.34853118585216
"bam-mn_m:MNBBA:T119R35a:2:11:2011-7-7T9:50:00Z",187,-0.848531185852157
"bam-mn_m:MNBBA:T119R35a:3:11:2011-7-7T9:40:00Z",187,-1.01519785251882
"bam-mn_m:MNBBA:T119R36a:1:11:2011-6-15T5:8:00Z",165,-5.40993859549363
"bam-mn_m:MNBBA:T119R36a:2:11:2011-6-15T4:57:00Z",165,-5.59327192882697
"bam-mn_m:MNBBA:T119R36a:3:11:2011-6-15T5:20:00Z",165,-5.20993859549363
"bam-mn_m:MNBBA:T119R37a:1:11:2011-6-15T5:51:00Z",165,-4.69327192882697
"bam-mn_m:MNBBA:T119R37a:2:11:2011-6-15T6:2:00Z",165,-4.50993859549363
"bam-mn_m:MNBBA:T119R37a:3:11:2011-6-15T7:1:00Z",165,-3.5266052621603
"bam-mn_m:MNBBA:T119R38a:1:11:2011-6-15T6:18:00Z",165,-4.24327192882697
"bam-mn_m:MNBBA:T119R38a:2:11:2011-6-15T6:30:00Z",165,-4.04327192882697
"bam-mn_m:MNBBA:T119R38a:3:11:2011-6-15T6:42:00Z",165,-3.84327192882697
"bam-mn_m:MNBBA:T119R39a:1:11:2011-6-15T7:32:00Z",165,-3.00993859549363
"bam-mn_m:MNBBA:T119R39a:2:11:2011-6-15T7:45:00Z",165,-2.79327192882697
"bam-mn_m:MNBBA:T119R39a:3:11:2011-6-15T7:20:00Z",165,-3.20993859549363
"bam-mn_m:MNBBA:T119R40a:1:11:2011-6-15T9:4:00Z",165,-1.4766052621603
"bam-mn_m:MNBBA:T119R40a:2:11:2011-6-15T8:51:00Z",165,-1.69327192882697
"bam-mn_m:MNBBA:T119R40a:3:11:2011-6-15T9:16:00Z",165,-1.2766052621603
"bam-mn_m:MNBBA:T119R41a:1:11:2011-6-15T8:30:00Z",165,-2.04327192882697
"bam-mn_m:MNBBA:T119R41a:2:11:2011-6-15T8:18:00Z",165,-2.24327192882697
"bam-mn_m:MNBBA:T119R41a:3:11:2011-6-15T8:7:00Z",165,-2.4266052621603
"bam-mn_m:MNBBA:T119R42a:1:09:2009-6-2T9:41:00Z",152,-0.91646231730779
"bam-mn_m:MNBBA:T119R42a:2:09:2009-6-2T9:55:00Z",152,-0.683128983974457
"bam-mn_m:MNBBA:T119R42a:3:09:2009-6-2T9:25:00Z",152,-1.18312898397446
"bam-mn_m:MNBBA:T119R43a:1:09:2009-6-2T8:52:00Z",152,-1.73312898397446
"bam-mn_m:MNBBA:T119R43a:2:09:2009-6-2T7:51:00Z",152,-2.74979565064112
"bam-mn_m:MNBBA:T119R43a:3:09:2009-6-2T8:19:00Z",152,-2.28312898397446
"bam-mn_m:MNBBA:T119R44a:1:09:2009-6-2T7:27:00Z",152,-3.14979565064112
"bam-mn_m:MNBBA:T119R44a:2:09:2009-6-3T7:13:00Z",153,-3.3748221574227
"bam-mn_m:MNBBA:T119R44a:3:09:2009-6-2T6:57:00Z",152,-3.64979565064112
"bam-mn_m:MNBBA:T119R45a:1:09:2009-6-4T7:54:00Z",154,-2.68382807466719
"bam-mn_m:MNBBA:T119R45a:1:10:2010-6-10T8:27:00Z",160,-2.10256414784326
"bam-mn_m:MNBBA:T119R45a:2:09:2009-6-4T7:40:00Z",154,-2.91716140800052
"bam-mn_m:MNBBA:T119R45a:2:10:2010-6-10T8:4:00Z",160,-2.48589748117659
"bam-mn_m:MNBBA:T119R45a:3:09:2009-6-4T8:13:00Z",154,-2.36716140800052
"bam-mn_m:MNBBA:T119R45a:3:10:2010-6-10T7:38:00Z",160,-2.91923081450992
"bam-mn_m:MNBBA:T119R46a:1:09:2009-6-4T6:36:00Z",154,-3.98382807466719
"bam-mn_m:MNBBA:T119R46a:2:09:2009-6-4T6:50:00Z",154,-3.75049474133386
"bam-mn_m:MNBBA:T119R46a:3:09:2009-6-4T7:7:00Z",154,-3.46716140800052
"bam-mn_m:MNBBA:T120R22b:1:12:2012-5-29T6:11:00Z",149,-4.35943154719141
"bam-mn_m:MNBBA:T120R22b:2:12:2012-5-29T6:27:00Z",149,-4.09276488052474
"bam-mn_m:MNBBA:T120R22b:3:12:2012-5-29T6:41:00Z",149,-3.85943154719141
"bam-mn_m:MNBBA:T120R23a:1:12:2012-6-10T9:15:00Z",161,-1.20726817991998
"bam-mn_m:MNBBA:T120R23a:2:12:2012-6-10T8:47:00Z",161,-1.67393484658665
"bam-mn_m:MNBBA:T120R23a:3:12:2012-6-10T8:30:00Z",161,-1.95726817991998
"bam-mn_m:MNBBA:T120R24a:1:09:2009-6-11T5:23:00Z",161,-5.07141332745552
"bam-mn_m:MNBBA:T120R24a:2:09:2009-6-11T5:12:00Z",161,-5.25474666078885
"bam-mn_m:MNBBA:T120R24a:3:09:2009-6-11T4:58:00Z",161,-5.48807999412219
"bam-mn_m:MNBBA:T120R25a:1:09:2009-6-10T8:19:00Z",160,-2.14113562815719
"bam-mn_m:MNBBA:T120R25a:2:09:2009-6-10T9:5:00Z",160,-1.37446896149053
"bam-mn_m:MNBBA:T120R25a:3:09:2009-6-10T8:39:00Z",160,-1.80780229482386
"bam-mn_m:MNBBA:T120R26a:1:09:2009-6-11T8:12:00Z",161,-2.25474666078885
"bam-mn_m:MNBBA:T120R26a:1:10:2010-5-26T7:11:00Z",145,-3.40154996328884
"bam-mn_m:MNBBA:T120R26a:2:09:2009-6-11T8:30:00Z",161,-1.95474666078885
"bam-mn_m:MNBBA:T120R26a:2:10:2010-5-26T6:42:00Z",145,-3.88488329662217
"bam-mn_m:MNBBA:T120R26a:3:09:2009-6-11T7:52:00Z",161,-2.58807999412219
"bam-mn_m:MNBBA:T120R26a:3:10:2010-5-26T6:55:00Z",145,-3.6682166299555
"bam-mn_m:MNBBA:T120R27a:1:09:2009-6-11T8:50:00Z",161,-1.62141332745552
"bam-mn_m:MNBBA:T120R27a:1:10:2010-5-26T8:21:00Z",145,-2.23488329662217
"bam-mn_m:MNBBA:T120R27a:2:09:2009-6-11T9:8:00Z",161,-1.32141332745552
"bam-mn_m:MNBBA:T120R27a:2:10:2010-5-26T8:9:00Z",145,-2.43488329662217
"bam-mn_m:MNBBA:T120R27a:3:09:2009-6-11T9:20:00Z",161,-1.12141332745552
"bam-mn_m:MNBBA:T120R27a:3:10:2010-5-26T7:48:00Z",145,-2.78488329662217
"bam-mn_m:MNBBA:T120R28a:1:09:2009-7-2T6:38:00Z",182,-3.90387611561351
"bam-mn_m:MNBBA:T120R28a:2:09:2009-7-2T7:2:00Z",182,-3.50387611561351
"bam-mn_m:MNBBA:T120R28a:3:09:2009-7-2T6:15:00Z",182,-4.28720944894685
"bam-mn_m:MNBBA:T120R29a:1:09:2009-7-2T7:12:00Z",182,-3.33720944894685
"bam-mn_m:MNBBA:T120R29a:2:09:2009-7-2T6:58:00Z",182,-3.57054278228018
"bam-mn_m:MNBBA:T120R29a:3:09:2009-7-2T6:45:00Z",182,-3.78720944894685
"bam-mn_m:MNBBA:T120R30a:1:11:2011-7-7T5:18:00Z",187,-5.28794506066375
"bam-mn_m:MNBBA:T120R30a:2:11:2011-7-7T5:6:00Z",187,-5.48794506066375
"bam-mn_m:MNBBA:T120R30a:3:11:2011-7-7T5:31:00Z",187,-5.07127839399709
"bam-mn_m:MNBBA:T120R31a:1:11:2011-7-7T6:4:00Z",187,-4.52127839399709
"bam-mn_m:MNBBA:T120R31a:2:11:2011-7-7T6:15:00Z",187,-4.33794506066375
"bam-mn_m:MNBBA:T120R31a:3:11:2011-7-7T5:52:00Z",187,-4.72127839399709
"bam-mn_m:MNBBA:T120R32a:1:11:2011-7-7T6:35:00Z",187,-4.00461172733042
"bam-mn_m:MNBBA:T120R32a:2:11:2011-7-7T6:48:00Z",187,-3.78794506066375
"bam-mn_m:MNBBA:T120R32a:3:11:2011-7-7T7:0:00Z",187,-3.58794506066375
"bam-mn_m:MNBBA:T120R33a:1:11:2011-7-7T7:28:00Z",187,-3.12127839399709
"bam-mn_m:MNBBA:T120R33a:2:11:2011-7-7T7:11:00Z",187,-3.40461172733042
"bam-mn_m:MNBBA:T120R33a:3:11:2011-7-7T7:43:00Z",187,-2.87127839399709
"bam-mn_m:MNBBA:T120R34a:1:11:2011-7-7T8:32:00Z",187,-2.05461172733042
"bam-mn_m:MNBBA:T120R34a:2:11:2011-7-7T8:15:00Z",187,-2.33794506066375
"bam-mn_m:MNBBA:T120R34a:3:11:2011-7-7T8:45:00Z",187,-1.83794506066375
"bam-mn_m:MNBBA:T120R35a:1:11:2011-7-4T9:3:00Z",184,-1.50329560332828
"bam-mn_m:MNBBA:T120R35a:2:11:2011-7-4T9:27:00Z",184,-1.10329560332828
