"Sample_ID","JD","TSSR"
"grass_m:13UDR71:20:2018-7-3T8:21:00Z:49.744148:-105.346024",183,-2.63582635588116
"grass_m:13UDR76:01:2018-6-29T7:49:00Z:50.218906:-105.350891",179,-3.08641652411885
"grass_m:13UDR76:02:2018-6-29T7:12:00Z:50.199856:-105.396194",179,-3.70772962960932
"grass_m:13UDR76:03:2018-6-29T7:32:00Z:50.205128:-105.373451",179,-3.37242994613118
"grass_m:13UDR76:04:2018-6-29T8:1:00Z:50.200272:-105.351089",179,-2.88801929520236
"grass_m:13UDR76:05:2018-6-29T6:58:00Z:50.208595:-105.396126",179,-3.94031317777104
"grass_m:13UDR76:06:2018-6-29T5:55:00Z:50.266239:-105.374558",179,-4.98394967310958
"grass_m:13UDR76:07:2018-6-29T6:18:00Z:50.236633:-105.378944",179,-4.60344038466612
"grass_m:13UDR76:09:2018-6-29T6:30:00Z:50.23283:-105.397278",179,-4.40498801562521
"grass_m:13UDR76:10:2018-6-29T8:49:00Z:50.261242:-105.305367",179,-2.07976267344422
"grass_m:13UDR76:11:2018-6-29T9:0:00Z:50.269497:-105.305504",179,-1.89573205550512
"grass_m:13UDR76:12:2018-6-29T5:44:00Z:50.274475:-105.374298",179,-5.16656067119704
"grass_m:13UDR76:13:2018-6-29T6:43:00Z:50.225502:-105.397232",179,-4.18894408676359
"grass_m:13UDR76:14:2018-6-29T8:30:00Z:50.251167:-105.313118",179,-2.39780799938573
"grass_m:13UDR76:15:2018-6-29T8:14:00Z:50.221809:-105.345444",179,-2.66913878871335
"grass_m:13UDR76:16:2018-6-29T8:40:00Z:50.251324:-105.305405",179,-2.23061350266139
"grass_m:13UDR83:01:2018-6-22T6:18:00Z:49.959698:-105.160179",172,-4.56330195155409
"grass_m:13UDR83:03:2018-6-22T7:50:00Z:49.937881:-105.260719",172,-3.03853253602982
"grass_m:13UDR83:04:2018-6-22T7:33:00Z:49.951172:-105.260132",172,-3.32069386985567
"grass_m:13UDR83:06:2018-6-22T7:3:00Z:49.959785:-105.242416",172,-3.81877800418271
"grass_m:13UDR83:07:2018-6-22T7:23:00Z:49.957462:-105.260117",172,-3.48682311250104
"grass_m:13UDR83:10:2018-6-22T5:56:00Z:49.971672:-105.14595",172,-4.92799802343051
"grass_m:13UDR83:11:2018-6-22T6:52:00Z:49.959755:-105.224251",172,-4.00090267413192
"grass_m:13UDR83:12:2018-6-22T8:4:00Z:49.96257:-105.260109",172,-2.80305348555247
"grass_m:13UDR83:13:2018-6-22T6:30:00Z:49.959751:-105.188454",172,-4.36518277671602
"grass_m:13UDR83:14:2018-6-22T6:41:00Z:49.95974:-105.207298",172,-4.18310687939326
"grass_m:13UDR83:16:2018-6-22T6:8:00Z:49.959705:-105.148727",172,-4.72920441408952
"grass_m:13UDR83:17:2018-6-22T5:32:00Z:49.982815:-105.145943",172,-5.32704603175322
"grass_m:13UDR83:19:2018-6-22T7:13:00Z:49.959785:-105.252136",172,-3.65275945663452
"grass_m:13UDR83:21:2018-6-22T8:15:00Z:49.967548:-105.250381",172,-2.61864670912425
"grass_m:13UDR83:28:2018-6-22T5:45:00Z:49.974236:-105.160408",172,-5.11207650800546
"grass_m:13UDR92:02:2018-6-21T6:48:00Z:49.901543:-105.095047",171,-4.05988305979305
"grass_m:13UDR92:03:2018-6-21T5:38:00Z:49.834991:-105.102455",171,-5.23269318706459
"grass_m:13UDR92:04:2018-6-21T4:36:00Z:49.883247:-105.031998",171,-6.25723438017898
"grass_m:13UDR92:05:2018-6-21T5:25:00Z:49.84306:-105.095299",171,-5.44819886790382
"grass_m:13UDR92:06:2018-6-21T6:36:00Z:49.897167:-105.123337",171,-4.26214146726661
"grass_m:13UDR92:07:2018-6-21T7:27:00Z:49.894634:-105.009163",171,-3.40474406725831
"grass_m:13UDR92:08:2018-6-21T6:23:00Z:49.872314:-105.119804",171,-4.48068425251378
"grass_m:13UDR92:09:2018-6-21T5:0:00Z:49.87114:-105.032021",171,-5.85826417538855
"grass_m:13UDR92:10:2018-6-21T5:11:00Z:49.842403:-105.055008",171,-5.6789014187124
"grass_m:13UDR92:11:2018-6-21T7:2:00Z:49.90897:-105.077629",171,-3.82475657264392
"grass_m:13UDR92:12:2018-6-21T5:58:00Z:49.85363:-105.100433",171,-4.89764491326279
"grass_m:13UDR92:13:2018-6-21T4:50:00Z:49.872318:-105.051064",171,-6.02610054996279
"grass_m:13UDR92:14:2018-6-21T7:38:00Z:49.872524:-105.009125",171,-3.22328670071231
"grass_m:13UDR92:15:2018-6-21T7:15:00Z:49.887741:-105.043442",171,-3.60761557108826
"grass_m:13UDR92:16:2018-6-21T6:12:00Z:49.872292:-105.110695",171,-4.66341209491094
"grass_m:13UDS07:01:2018-6-30T6:50:00Z:51.183376:-106.301735",180,-4.05878208074305
"grass_m:13UDS07:02:2018-6-29T8:47:00Z:51.177711:-106.330009",179,-2.10091329422262
"grass_m:13UDS07:03:2018-6-29T8:9:00Z:51.21254:-106.329971",179,-2.7310977408621
"grass_m:13UDS07:04:2018-6-29T7:55:00Z:51.215485:-106.376343",179,-2.96725747373369
"grass_m:13UDS07:05:2018-6-29T7:18:00Z:51.237064:-106.422989",179,-3.58508214010133
"grass_m:13UDS07:06:2018-6-29T8:31:00Z:51.198986:-106.329987",179,-2.36565734922886
"grass_m:13UDS07:07:2018-6-29T7:37:00Z:51.216175:-106.399704",179,-3.268753106859
"grass_m:13UDS07:08:2018-6-29T7:47:00Z:51.212608:-106.384842",179,-3.10141783482499
"grass_m:13UDS07:09:2018-6-30T6:18:00Z:51.183434:-106.342529",180,-4.59483100268576
"grass_m:13UDS07:10:2018-6-30T6:41:00Z:51.183414:-106.322479",180,-4.21016220940484
"grass_m:13UDS07:11:2018-6-30T6:9:00Z:51.183441:-106.37011",180,-4.74666992061668
"grass_m:13UDS07:12:2018-6-30T5:54:00Z:51.18346:-106.424118",180,-5.00027033938302
"grass_m:13UDS07:14:2018-6-29T8:22:00Z:51.206985:-106.329979",179,-2.51493386964003
"grass_m:13UDS07:15:2018-6-30T5:30:00Z:51.241695:-106.355896",180,-5.39047466112508
"grass_m:13UDS07:16:2018-6-30T6:29:00Z:51.192986:-106.329987",180,-4.40980201734437
"grass_m:13UDS64:01:2018-6-15T6:24:00Z:50.960457:-105.519646",165,-4.38823868711789
"grass_m:13UDS64:03:2018-6-15T6:3:00Z:50.950169:-105.474373",165,-4.73614261388779
"grass_m:13UDS64:11:2018-6-15T5:44:00Z:50.950119:-105.448616",165,-5.05109671937095
"grass_m:13UDS64:16:2018-6-15T6:13:00Z:50.950207:-105.515221",165,-4.57219559583399
"grass_m:13UDS70:01:2018-6-3T7:50:00Z:50.596207:-105.415504",153,-3.05332065688239
"grass_m:13UDS70:02:2018-6-3T6:7:00Z:50.600792:-105.37011",153,-4.7665856474638
"grass_m:13UDS70:03:2018-6-3T5:18:00Z:50.629898:-105.365906",153,-5.58057806683911
"grass_m:13UDS70:04:2018-6-3T6:17:00Z:50.600746:-105.361748",153,-4.59936554763052
"grass_m:13UDS70:06:2018-6-3T4:51:00Z:50.620655:-105.286057",153,-6.02601792269283
"grass_m:13UDS70:07:2018-6-3T6:54:00Z:50.586376:-105.324142",153,-3.98137350671821
"grass_m:13UDS70:08:2018-6-3T5:39:00Z:50.636551:-105.401474",153,-5.23240039792326
"grass_m:13UDS70:09:2018-6-3T5:2:00Z:50.633297:-105.309128",153,-5.84318141433928
"grass_m:13UDS70:10:2018-6-3T7:12:00Z:50.617882:-105.332199",153,-3.67932080169519
"grass_m:13UDS70:11:2018-6-3T6:45:00Z:50.586391:-105.316811",153,-4.13088376303514
"grass_m:13UDS70:12:2018-6-3T5:57:00Z:50.600754:-105.378395",153,-4.93380752007167
"grass_m:13UDS70:14:2017-6-28T7:35:00Z:50.580505:-105.383232",178,-3.28359128740099
"grass_m:13UDS70:15:2017-6-28T7:24:00Z:50.585869:-105.408562",178,-3.46814525478416
"grass_m:13UDS70:16:2018-6-3T4:42:00Z:50.611321:-105.286018",153,-6.17678311626116
"grass_m:13UDS70:17:2018-6-3T5:30:00Z:50.629868:-105.394402",153,-5.38247940666146
"grass_m:13UDS83:01:2017-5-28T5:44:00Z:50.833763:-105.265862",147,-5.19991839004887
"grass_m:13UDS83:02:2017-5-28T6:4:00Z:50.866047:-105.262978",147,-4.86384386857351
"grass_m:13UDS83:03:2017-5-28T5:32:00Z:50.838417:-105.239708",147,-5.39780872450935
"grass_m:13UDS83:04:2017-5-30T6:21:00Z:50.853302:-105.193718",149,-4.54757268223498
"grass_m:13UDS83:05:2017-5-28T6:31:00Z:50.87743:-105.259483",147,-4.41271116230223
"grass_m:13UDS83:06:2017-5-28T6:22:00Z:50.873173:-105.25148",147,-4.56251456545459
"grass_m:13UDS83:07:2017-5-28T5:20:00Z:50.829304:-105.216568",147,-5.59698594073455
"grass_m:13UDS83:08:2017-5-30T6:34:00Z:50.887238:-105.170631",149,-4.32662995258967
"grass_m:13UDS83:09:2017-5-30T5:49:00Z:50.892181:-105.193726",149,-5.07776950690481
"grass_m:13UDS83:10:2017-5-30T6:1:00Z:50.862865:-105.200058",149,-4.880557457606
"grass_m:13UDS83:11:2017-5-28T5:53:00Z:50.844002:-105.263008",147,-5.04892029980818
"grass_m:13UDS83:12:2017-5-30T7:0:00Z:50.839062:-105.147537",149,-3.89564301404688
"grass_m:13UDS83:13:2017-5-30T6:45:00Z:50.86063:-105.147568",149,-4.14390704843733
"grass_m:13UDS83:14:2017-5-30T5:36:00Z:50.899258:-105.216667",149,-5.29539292328888
"grass_m:13UDS83:15:2017-5-30T6:9:00Z:50.862869:-105.209213",149,-4.74783378051387
"grass_m:13UDS88:05:2017-5-28T7:53:00Z:51.35537:-105.217773",147,-3.00496105511983
"grass_m:13UDS88:08:2017-5-28T7:44:00Z:51.358047:-105.207504",147,-3.15405943493048
"grass_m:13UDS90:01:2018-7-2T6:32:00Z:50.583492:-105.124382",182,-4.35544769114918
"grass_m:13UDS90:02:2018-7-2T6:56:00Z:50.615276:-105.097336",182,-3.95090697069963
"grass_m:13UDS90:03:2018-7-2T5:37:00Z:50.584629:-105.078606",182,-5.26896331244045
"grass_m:13UDS90:04:2018-7-2T5:16:00Z:50.583134:-105.008835",182,-5.6144382443693
"grass_m:13UDS90:08:2018-7-2T5:50:00Z:50.554653:-105.076355",182,-5.05472319304943
"grass_m:13UDS90:14:2018-7-2T5:2:00Z:50.560619:-105.00782",182,-5.84963948004776
"grass_m:13UDS92:02:2018-7-4T6:9:00Z:50.762054:-105.07827",184,-4.74529835336738
"grass_m:13UDS92:03:2018-7-5T6:58:00Z:50.775494:-105.102142",185,-3.94256510343817
"grass_m:13UDS92:04:2018-7-5T5:32:00Z:50.746773:-105.010269",185,-5.37222405016422
"grass_m:13UDS92:05:2018-7-4T6:24:00Z:50.744942:-105.058792",184,-4.49546954645051
"grass_m:13UDS92:07:2018-7-5T7:55:00Z:50.791191:-105.003525",185,-2.98464394470056
"grass_m:13UDS92:08:2018-7-5T6:15:00Z:50.81913:-105.080765",185,-4.65406966838572
"grass_m:13UDS92:09:2018-7-5T7:32:00Z:50.775509:-105.004776",185,-3.3694023535649
"grass_m:13UDS92:10:2018-7-5T6:44:00Z:50.765579:-105.124451",185,-4.17823418080807
"grass_m:13UDS92:12:2018-7-5T7:43:00Z:50.785545:-105.018623",185,-3.18613422373931
"grass_m:13UDS92:13:2018-7-5T6:31:00Z:50.792004:-105.124443",185,-4.39264019793934
"grass_m:13UDS92:14:2018-7-5T6:1:00Z:50.804012:-105.07827",185,-4.88853205091423
"grass_m:13UDS92:18:2018-7-5T7:14:00Z:50.749401:-105.101379",185,-3.67807716515329
"grass_m:13UDS95:01:2018-6-11T6:17:00Z:51.008369:-105.096916",161,-4.48435165041023
"grass_m:13UDS95:03:2018-6-11T8:2:00Z:51.039642:-105.100777",161,-2.73183683819241
"grass_m:13UDS95:04:2018-6-10T7:44:00Z:51.025478:-105.077492",160,-3.03661458704207
"grass_m:13UDS95:05:2018-6-28T5:59:00Z:51.066486:-105.027069",178,-4.81452772676945
"grass_m:13UDS95:08:2018-6-11T7:52:00Z:51.037479:-105.079956",161,-2.89730760918723
"grass_m:13UDS95:10:2018-6-28T7:5:00Z:51.066601:-105.075356",178,-3.71773773762915
"grass_m:13UDS95:11:2018-6-11T5:56:00Z:51.008358:-105.022842",161,-4.8294153150585
"grass_m:13UDS95:12:2018-6-11T6:40:00Z:51.004219:-105.100838",161,-4.10164722217454
"grass_m:13UDS95:14:2018-6-11T6:50:00Z:51.008385:-105.108543",161,-3.93512521651056
"grass_m:13UDS95:17:2018-6-28T6:22:00Z:51.066582:-105.042862",178,-4.43223902391063
"grass_m:13UDS95:22:2018-6-28T7:12:00Z:51.066597:-105.083153",178,-3.60159142831961
"grass_m:13UDS95:26:2018-6-28T6:37:00Z:51.063709:-105.054329",178,-4.18326221724351
"grass_m:13UDS95:27:2018-6-11T6:10:00Z:51.008381:-105.040123",161,-4.59723178817166
"grass_m:13UDS95:28:2018-6-28T6:9:00Z:51.072495:-105.031006",178,-4.64758295661873
"grass_m:13UDT01:01:2017-6-28T7:18:00Z:51.562157:-106.342651",178,-3.54262513637543
"grass_m:13UDT01:02:2017-7-2T8:54:00Z:51.615059:-106.425842",182,-1.98711708916558
"grass_m:13UDT01:03:2017-6-28T8:52:00Z:51.571434:-106.332291",178,-1.9744081556797
"grass_m:13UDT01:04:2017-7-2T8:23:00Z:51.589962:-106.402359",182,-2.50450727032291
"grass_m:13UDT01:05:2017-6-28T9:2:00Z:51.610317:-106.332314",178,-1.80413578695721
"grass_m:13UDT01:06:2017-7-2T7:58:00Z:51.547802:-106.425873",182,-2.92658120512962
"grass_m:13UDT01:07:2017-7-2T8:8:00Z:51.567375:-106.42585",182,-2.75813201275137
"grass_m:13UDT01:08:2017-7-2T7:47:00Z:51.562614:-106.413399",182,-3.10773492621051
"grass_m:13UDT01:09:2017-7-2T7:21:00Z:51.562061:-106.352577",182,-3.53706170108583
"grass_m:13UDT01:10:2018-6-22T7:51:00Z:51.54147:-106.355644",172,-2.95170145557986
"grass_m:13UDT01:11:2018-6-22T7:30:00Z:51.549026:-106.308815",172,-3.29787139991919
"grass_m:13UDT01:12:2018-6-22T7:20:00Z:51.540775:-106.308792",172,-3.46530913591385
"grass_m:13UDT01:13:2017-7-2T7:35:00Z:51.562107:-106.377937",182,-3.30541571974754
"grass_m:13UDT01:14:2018-6-22T6:38:00Z:51.619923:-106.310623",172,-4.15800382634004
"grass_m:13UDT01:15:2017-7-2T8:46:00Z:51.620045:-106.423355",182,-2.11982919759221
"grass_m:13UDT01:16:2018-6-22T6:27:00Z:51.61993:-106.318794",172,-4.34188133617242
"grass_m:13UDT01:17:2017-7-2T9:5:00Z:51.619984:-106.367378",182,-1.79943437318007
"grass_m:13UDT01:18:2017-6-28T8:41:00Z:51.562065:-106.316315",178,-2.15754389809238
"grass_m:13UDT02:04:2018-6-6T6:32:00Z:51.627296:-106.441818",156,-4.30332831501961
"grass_m:13UDT02:06:2018-6-6T6:55:00Z:51.648895:-106.411247",156,-3.91602901359399
"grass_m:13UDT02:08:2018-6-6T6:44:00Z:51.640224:-106.429146",156,-4.10132973379559
"grass_m:13UDT05:01:2017-6-24T8:38:00Z:51.940166:-106.421021",174,-2.14714383522669
"grass_m:13UDT05:02:2017-6-24T7:46:00Z:51.940063:-106.38047",174,-3.01111624658108
"grass_m:13UDT05:03:2017-6-24T7:58:00Z:51.940029:-106.348228",174,-2.80896946503056
"grass_m:13UDT05:04:2017-6-24T8:15:00Z:51.969151:-106.441132",174,-2.52904052085347
"grass_m:13UDT05:04:2018-6-7T7:31:00Z:51.969151:-106.441132",157,-3.28019481003284
"grass_m:13UDT05:05:2017-7-6T8:7:00Z:51.905434:-106.416031",186,-2.79879864931107
"grass_m:13UDT05:06:2017-7-6T7:31:00Z:51.910957:-106.421104",186,-3.3986362606287
"grass_m:13UDT05:07:2017-7-6T8:24:00Z:51.910919:-106.390068",186,-2.51323599047131
"grass_m:13UDT05:08:2017-7-6T8:38:00Z:51.897816:-106.382179",186,-2.28056424127685
"grass_m:13UDT05:09:2017-6-24T8:9:00Z:51.940025:-106.325134",174,-2.62409650623798
"grass_m:13UDT05:10:2018-6-7T8:9:00Z:51.955875:-106.312691",157,-2.6395190958182
"grass_m:13UDT05:11:2017-6-24T8:2:00Z:51.972706:-106.432442",174,-2.74478666365147
"grass_m:13UDT05:12:2018-6-7T7:47:00Z:51.973106:-106.36116",157,-3.00783572978444
"grass_m:13UDT05:14:2017-7-6T7:51:00Z:51.894119:-106.429337",186,-3.06737842023373
"grass_m:13UDT05:15:2017-6-24T8:54:00Z:51.932819:-106.443214",174,-1.88266038133038
"grass_m:13UDT07:01:2017-6-8T7:57:00Z:52.085979:-106.355232",158,-2.82039880507522
"grass_m:13UDT07:02:2017-6-25T7:26:00Z:52.10667:-106.456009",175,-3.340259092119
"grass_m:13UDT07:03:2017-6-25T6:40:00Z:52.102741:-106.385002",175,-4.10256996585263
"grass_m:13UDT07:04:2017-6-8T6:50:00Z:52.147789:-106.408554",158,-3.93485200266043
"grass_m:13UDT07:06:2017-6-8T7:27:00Z:52.114815:-106.387329",158,-3.31985015862518
"grass_m:13UDT07:07:2017-6-8T6:38:00Z:52.136658:-106.432312",158,-4.13747557971213
"grass_m:13UDT07:10:2017-6-8T7:3:00Z:52.12645:-106.409225",158,-3.72022358364529
"grass_m:13UDT07:12:2017-6-8T8:13:00Z:52.099926:-106.342049",158,-2.55155416137642
"grass_m:13UDT07:14:2017-6-25T8:9:00Z:52.115696:-106.45594",175,-2.62271580901411
"grass_m:13UDT07:16:2017-6-25T6:51:00Z:52.085125:-106.372932",175,-3.92013177553813
"grass_m:13UDT07:17:2017-6-8T8:28:00Z:52.099014:-106.322632",158,-2.30034510208501
"grass_m:13UDT07:18:2017-6-25T7:1:00Z:52.081123:-106.361526",175,-3.75309043380949
"grass_m:13UDT07:19:2017-6-25T7:49:00Z:52.100025:-106.449234",175,-2.95711562110318
"grass_m:13UDT07:20:2017-6-24T6:47:00Z:52.145435:-106.434235",174,-3.97824360847473
"grass_m:13UDT11:01:2017-6-11T8:53:00Z:51.574867:-106.168091",161,-1.90357872539096
"grass_m:13UDT11:02:2017-6-11T8:38:00Z:51.538254:-106.168182",161,-2.15693899565273
"grass_m:13UDT11:03:2017-6-11T8:16:00Z:51.562046:-106.228165",161,-2.52542495561971
"grass_m:13UDT11:04:2017-6-11T8:26:00Z:51.560341:-106.168198",161,-2.35491751081414
"grass_m:13UDT11:06:2017-6-10T7:17:00Z:51.604519:-106.262077",160,-3.51224156538645
"grass_m:13UDT11:07:2017-6-10T7:41:00Z:51.619846:-106.206657",160,-3.10714569105042
"grass_m:13UDT11:08:2017-6-11T7:45:00Z:51.591164:-106.245087",161,-3.0405487159888
"grass_m:13UDT11:09:2017-6-11T8:6:00Z:51.547798:-106.238678",161,-2.69409751686785
"grass_m:13UDT11:10:2017-6-10T7:51:00Z:51.619835:-106.191093",160,-2.93944267127249
"grass_m:13UDT11:11:2017-6-11T7:56:00Z:51.562031:-106.244354",161,-2.85983872003025
"grass_m:13UDT11:12:2017-6-10T7:30:00Z:51.619862:-106.238495",160,-3.29259960201051
"grass_m:13UDT11:13:2017-6-11T9:2:00Z:51.576962:-106.191505",161,-1.75494720074866
"grass_m:13UDT11:14:2017-6-11T7:32:00Z:51.588566:-106.285461",161,-3.26014494803217
"grass_m:13UDT11:15:2017-6-28T8:25:00Z:51.56337:-106.262108",178,-2.42047448270851
"grass_m:13UDT11:16:2017-6-10T8:4:00Z:51.601002:-106.191406",160,-2.7245194605324
"grass_m:13UDT13:08:2018-6-21T8:54:00Z:51.794525:-106.174118",171,-1.8616535790099
"grass_m:13UDT13:15:2018-6-21T9:10:00Z:51.775173:-106.169365",171,-1.59650955319405
"grass_m:13UDT14:01:2018-6-18T5:30:00Z:51.88995:-106.269836",168,-5.25184807777405
"grass_m:13UDT14:02:2018-6-18T7:59:00Z:51.809025:-106.253868",168,-2.77515659199821
"grass_m:13UDT14:03:2018-6-21T7:31:00Z:51.818409:-106.193115",171,-3.24398015472624
"grass_m:13UDT14:05:2018-6-13T7:20:00Z:51.852631:-106.220642",163,-3.42427879194419
"grass_m:13UDT14:06:2018-6-18T7:4:00Z:51.823608:-106.293777",168,-3.69309812161658
"grass_m:13UDT14:07:2018-6-18T8:17:00Z:51.827934:-106.240433",168,-2.47246367639965
"grass_m:13UDT14:08:2018-6-18T6:15:00Z:51.864906:-106.287804",168,-4.50543508092562
"grass_m:13UDT14:09:2018-6-21T7:47:00Z:51.826286:-106.216782",171,-2.97814100662867
"grass_m:13UDT14:10:2018-6-18T7:27:00Z:51.809029:-106.301048",168,-3.31163502030902
"grass_m:13UDT14:11:2018-6-21T6:0:00Z:51.881737:-106.171799",171,-4.75318118035793
"grass_m:13UDT14:12:2018-6-18T8:32:00Z:51.823601:-106.230263",168,-2.22219766358534
"grass_m:13UDT14:13:2018-6-21T6:51:00Z:51.836906:-106.169548",171,-3.90731246987979
"grass_m:13UDT14:14:2018-6-18T7:39:00Z:51.809025:-106.277054",168,-3.1100357282824
"grass_m:13UDT14:15:2018-6-21T7:15:00Z:51.823605:-106.188354",171,-3.50983433935377
"grass_m:13UDT18:03:2018-6-16T8:15:00Z:52.177929:-106.28952",166,-2.47512301372157
"grass_m:13UDT21:01:2017-6-27T8:14:00Z:51.562019:-106.028152",177,-2.57925637311406
"grass_m:13UDT21:02:2017-6-27T6:54:00Z:51.618172:-106.097679",177,-3.91200079421202
"grass_m:13UDT21:03:2017-6-27T9:9:00Z:51.56213:-106.137962",177,-1.66990271025234
"grass_m:13UDT21:04:2017-6-27T7:3:00Z:51.609505:-106.097603",177,-3.76280347022745
"grass_m:13UDT21:05:2017-6-27T8:0:00Z:51.585152:-106.074501",177,-2.81353012654516
"grass_m:13UDT21:06:2017-6-27T7:51:00Z:51.591614:-106.074471",177,-2.96292682131131
"grass_m:13UDT21:07:2017-6-27T8:59:00Z:51.57259:-106.121262",177,-1.83448356509209
"grass_m:13UDT21:10:2017-6-27T7:13:00Z:51.621601:-106.074883",177,-3.59349414957894
"grass_m:13UDT21:11:2017-6-27T6:45:00Z:51.619873:-106.115669",177,-4.06304198258453
"grass_m:13UDT21:12:2017-6-27T7:34:00Z:51.620117:-106.023705",177,-3.24021941098902
"grass_m:13UDT21:13:2017-6-27T7:23:00Z:51.620071:-106.050819",177,-3.42536528839005
"grass_m:13UDT21:14:2017-6-27T8:26:00Z:51.557831:-106.074524",177,-2.38273798366388
"grass_m:13UDT21:15:2017-6-27T8:50:00Z:51.564754:-106.121223",177,-1.98520924290021
"grass_m:13UDT21:17:2017-6-27T8:42:00Z:51.55946:-106.121246",177,-2.11903593745497
"grass_m:13UDT21:18:2017-6-28T7:53:00Z:51.541813:-106.074455",178,-2.94328789585167
"grass_m:13UDT29:01:2018-7-7T7:37:00Z:52.331951:-106.100273",187,-3.25051386078199
"grass_m:13UDT29:03:2018-7-7T8:13:00Z:52.305901:-106.051651",187,-2.64967945052518
"grass_m:13UDT29:05:2018-7-7T9:0:00Z:52.290562:-106.147041",187,-1.8741264914804
"grass_m:13UDT29:06:2018-7-7T8:23:00Z:52.286594:-106.051613",187,-2.48479333466954
"grass_m:13UDT29:08:2018-7-7T8:5:00Z:52.316051:-106.05191",187,-2.78209180752436
"grass_m:13UDT29:09:2018-7-7T7:53:00Z:52.343494:-106.05191",187,-2.97955204135842
"grass_m:13UDT29:10:2018-7-7T8:49:00Z:52.289181:-106.108612",187,-2.05502367297808
"grass_m:13UDT29:12:2018-7-7T7:9:00Z:52.315208:-106.147064",187,-3.72185092628002
"grass_m:13UDT29:13:2018-7-7T7:29:00Z:52.32066:-106.098335",187,-3.38476262900564
"grass_m:13UDT29:14:2018-7-7T8:36:00Z:52.296322:-106.075516",187,-2.26882310860687
"grass_m:13UDT29:16:2018-7-7T7:18:00Z:52.311096:-106.123268",187,-3.57064362618658
"grass_m:13UDT38:01:2017-7-7T7:22:00Z:52.194492:-106.00415",187,-3.51067197534773
"grass_m:13UDT38:02:2017-7-7T6:27:00Z:52.17078:-105.955185",187,-4.42624262001779
"grass_m:13UDT38:06:2017-7-7T6:50:00Z:52.181412:-105.979034",187,-4.04352746758196
"grass_m:13UDT38:07:2017-7-7T6:40:00Z:52.17297:-105.970238",187,-4.21037982828087
"grass_m:13UDT38:12:2017-7-7T7:5:00Z:52.173027:-105.993851",187,-3.79528320219782
"grass_m:13UDT38:15:2017-7-7T7:45:00Z:52.201981:-106.003471",187,-3.12660717321767
"grass_m:13UDU02:01:2018-6-29T5:8:00Z:52.570431:-106.387825",179,-5.62356532381641
"grass_m:13UDU02:02:2018-6-29T6:45:00Z:52.609173:-106.435875",179,-4.00628650108973
"grass_m:13UDU02:03:2018-6-25T5:30:00Z:52.556641:-106.387947",175,-5.22319717738363
"grass_m:13UDU02:04:2018-6-25T8:18:00Z:52.540245:-106.364868",175,-2.42328806367185
"grass_m:13UDU02:05:2018-6-25T5:54:00Z:52.562489:-106.383667",175,-4.82232998390992
"grass_m:13UDU02:06:2018-6-29T5:49:00Z:52.564892:-106.411865",179,-4.94238027433554
"grass_m:13UDU02:07:2018-6-29T6:26:00Z:52.609287:-106.39991",179,-4.32054321587086
"grass_m:13UDU02:09:2018-6-29T5:32:00Z:52.587143:-106.387886",179,-5.2219240927034
"grass_m:13UDU02:10:2018-6-25T5:15:00Z:52.551437:-106.391975",175,-5.47398331284523
"grass_m:13UDU02:11:2018-6-25T9:5:00Z:52.603241:-106.351707",175,-1.63280507253276
"grass_m:13UDU02:12:2018-6-25T7:29:00Z:52.537773:-106.34034",175,-3.23856463981999
"grass_m:13UDU02:13:2018-6-25T6:56:00Z:52.56443:-106.340195",175,-3.78590451406108
"grass_m:13UDU02:14:2018-6-29T6:58:00Z:52.602814:-106.435883",179,-3.79024751610226
"grass_m:13UDU02:15:2018-6-25T6:44:00Z:52.569511:-106.339149",175,-3.98532904406389
"grass_m:13UDU02:16:2018-6-29T6:5:00Z:52.545635:-106.435951",179,-4.67921300967534
"grass_m:13UDU11:01:2017-6-18T8:26:00Z:52.46661:-106.219261",168,-2.25935591816902
"grass_m:13UDU11:02:2017-6-18T8:8:00Z:52.467068:-106.267807",168,-2.5625471058819
"grass_m:13UDU11:03:2017-6-18T9:6:00Z:52.498734:-106.19606",168,-1.58795662462711
"grass_m:13UDU11:04:2017-6-18T7:43:00Z:52.444626:-106.315636",168,-2.98462429934078
"grass_m:13UDU11:05:2017-6-18T7:59:00Z:52.464005:-106.27861",168,-2.71357077029016
"grass_m:13UDU11:08:2017-6-16T8:43:00Z:52.487953:-106.280586",166,-1.97738697429498
"grass_m:13UDU11:09:2017-6-19T7:3:00Z:52.522221:-106.191933",169,-3.63698946509096
"grass_m:13UDU11:10:2017-6-18T8:54:00Z:52.49308:-106.182121",168,-1.78758851369222
"grass_m:13UDU11:11:2017-6-16T9:4:00Z:52.492851:-106.243996",166,-1.62446352614297
"grass_m:13UDU11:12:2017-6-18T8:42:00Z:52.471916:-106.196014",168,-1.99061362180445
"grass_m:13UDU11:13:2017-6-18T7:34:00Z:52.437481:-106.315567",168,-3.13532638059722
"grass_m:13UDU11:14:2017-6-16T8:55:00Z:52.493069:-106.261452",166,-1.77560567743248
"grass_m:13UDU11:16:2017-6-19T6:45:00Z:52.493073:-106.231453",169,-3.94252301500903
"grass_m:13UDU11:17:2017-6-19T7:28:00Z:52.47786:-106.291924",169,-3.23139879637294
"grass_m:13UDU11:18:2017-6-19T7:50:00Z:52.500793:-106.270836",169,-2.8610482539071
"grass_m:13UDU45:01:2018-6-28T6:22:00Z:52.809284:-105.800789",178,-4.31731039490965
