"Sample_ID","lat.y","lon.y","Shape..","NEAR_FID","NEAR_DIST","TNMFRC","definition","staticOID","Needleleaf_3x3","Needleleaf_5x5","Broadleaf_3x3","Broadleaf_5x5","MixedForest_3x3","MixedForest_5x5","ForestOnly_3x3","ForestOnly_5x5","ForestWetland_3x3","ForestWetland_5x5","Wetland_3x3","Wetland_5x5"
"mnbba:T151R38b:2012-07-01T11:10:0Z:47.856746640469:-95.4689694479489",47.856747,-95.468969,"Point",35610,68.30976,"4","Local Road",1573,0,0,0,0,0,0,0,0,8,18,8,18
"mnbba:T138R38a:2010-06-03T10:32:0Z:46.7883889077621:-95.4175672850152",46.788389,-95.417567,"Point",1613,3.620468,"4","Local Road",795,0,0,0,0,3,8,3,8,3,8,0,0
"mnbba:T157R38a:2012-06-27T12:22:0Z:48.4236479984548:-95.4928569999571",48.423648,-95.492857,"Point",12272,29.171649,"4","Local Road",3535,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T161R38a:2009-07-02T11:29:0Z:48.7630993047187:-95.5086502840867",48.763099,-95.50865,"Point",132048,0.619919,"4","Local Road",4694,0,0,0,0,0,0,0,0,0,5,0,5
"mnbba:T142R38a:2010-06-02T12:3:0Z:47.1482599986752:-95.4306299999032",47.14826,-95.43063,"Point",6169,4.686708,"4","Local Road",2635,5,13,0,2,1,3,6,18,6,18,0,0
"mnbba:T156R38a:2012-06-27T12:10:0Z:48.3397419987346:-95.4860959999794",48.339742,-95.486096,"Point",15684,0.459947,"4","Local Road",4482,0,0,0,0,0,0,0,0,0,5,0,5
"mnbba:T138R38a:2010-06-03T10:46:0Z:46.7883852440003:-95.4134791280278",46.788385,-95.413479,"Point",1613,5.398895,"4","Local Road",3424,0,1,2,5,0,2,2,8,2,8,0,0
"mnbba:T142R38a:2010-06-02T12:18:0Z:47.1513699987823:-95.4286899999404",47.15137,-95.42869,"Point",6169,5.236004,"4","Local Road",2020,5,18,0,0,0,0,5,18,5,18,0,0
"mnbba:T160R38a:2012-06-15T13:51:0Z:48.7125309990266:-95.4973799999874",48.712531,-95.49738,"Point",131592,2.841635,"4","Local Road",1604,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T101R37a:2010-06-22T13:45:0Z:43.58768622908:-95.2730562539403",43.587686,-95.273056,"Point",221984,4.884874,"4","Local Road",2598,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T161R38a:2009-07-02T11:44:0Z:48.7630806430151:-95.4966732543856",48.763081,-95.496673,"Point",129727,3.079989,"4","Local Road",2445,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T160R38a:2012-06-15T14:15:0Z:48.7125259986298:-95.4935110000201",48.712526,-95.493511,"Point",131592,2.281261,"4","Local Road",3355,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T163R38a:2009-07-03T11:31:0Z:48.9438234611072:-95.5040298563198",48.943823,-95.50403,"Point",132254,0.975887,"6","4WD",6524,0,0,0,0,0,0,0,0,5,19,5,19
"mnbba:T160R38a:2012-06-15T14:5:0Z:48.7125069987927:-95.4912529999766",48.712507,-95.491253,"Point",131592,0.172499,"4","Local Road",932,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T104R37a:2010-06-18T11:10:0Z:43.8271769983393:-95.2756248860325",43.827177,-95.275625,"Point",222376,3.097296,"4","Local Road",6602,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T104R37a:2010-06-18T11:40:0Z:43.8312547164122:-95.2756679630068",43.831255,-95.275668,"Point",222376,1.815466,"4","Local Road",2379,0,0,0,0,0,1,0,1,0,1,0,0
"mnbba:T101R37a:2010-06-22T14:7:0Z:43.5877573822035:-95.2626663109722",43.587757,-95.262666,"Point",221984,3.281748,"4","Local Road",4834,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T159R38a:2012-06-26T12:30:0Z:48.5980649984182:-95.476878000025",48.598065,-95.476878,"Point",130039,20.946268,"4","Local Road",21,0,0,0,0,0,0,0,0,4,12,4,12
"mnbba:T107R37a:2009-06-26T13:44:0Z:44.0999774879332:-95.2808940885587",44.099977,-95.280894,"Point",183437,2.501993,"4","Local Road",5607,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T107R37a:2009-06-26T13:33:0Z:44.096830838006:-95.2803221371792",44.096831,-95.280322,"Point",183437,46.326309,"4","Local Road",1769,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T113R37a:2010-06-08T10:42:0Z:44.6277488286456:-95.2997501089127",44.627749,-95.29975,"Point",298203,3.762213,"4","Local Road",6478,0,0,2,4,0,0,2,4,2,4,0,0
"mnbba:T163R38a:2009-07-03T11:16:0Z:48.9438296583547:-95.4887874410115",48.94383,-95.488787,"Point",132254,6.817103,"6","4WD",3775,0,0,1,5,2,5,3,10,3,12,0,2
"mnbba:T112R37a:2009-06-30T12:35:0Z:44.5022712736111:-95.2902271934312",44.502271,-95.290227,"Point",293663,0.301266,"4","Local Road",4962,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T112R37a:2009-06-30T12:59:0Z:44.505542100965:-95.2895720037881",44.505542,-95.289572,"Point",293663,45.79713,"4","Local Road",2008,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T117R37a:2010-06-03T13:22:0Z:44.9782302566699:-95.3082450029078",44.97823,-95.308245,"Point",398400,3.733241,"4","Local Road",1967,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T163R38a:2009-07-03T11:46:0Z:48.9322388157026:-95.4843328286968",48.932239,-95.484333,"Point",131487,1.745157,"4","Local Road",3321,0,0,0,0,0,0,0,0,3,9,3,9
"mnbba:T106R37a:2010-06-18T12:20:0Z:43.9929659237022:-95.2681219122465",43.992966,-95.268122,"Point",183758,0.552921,"4","Local Road",6669,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T102R37a:2010-06-22T13:38:0Z:43.6322968183282:-95.2543724713271",43.632297,-95.254372,"Point",223986,44.41422,"4","Local Road",2366,0,0,5,8,0,0,5,8,5,8,0,0
"mnbba:T113R37a:2010-06-08T10:26:0Z:44.6140357378054:-95.2909154990099",44.614036,-95.290915,"Point",297561,2.678095,"4","Local Road",5181,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T108R37a:2009-06-25T12:14:0Z:44.1952909374952:-95.2720264698082",44.195291,-95.272026,"Point",296666,2.002703,"4","Local Road",5840,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T105R37a:2010-06-17T12:15:0Z:43.9076541880302:-95.260433894937",43.907654,-95.260434,"Point",185317,4.812515,"4","Local Road",2844,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T153R37a:2012-07-03T13:15:0Z:48.1220377321953:-95.437720790939",48.122038,-95.437721,"Point",11007,6.59635,"3","Local Connecting Road",4753,0,0,0,0,0,0,0,0,5,19,5,19
"mnbba:T106R37a:2010-06-18T12:7:0Z:43.9904028896002:-95.2609954008852",43.990403,-95.260995,"Point",185115,4.818816,"4","Local Road",2492,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T109R37a:2009-06-25T11:56:0Z:44.239083246615:-95.2699468643547",44.239083,-95.269947,"Point",295009,0.193086,"4","Local Road",220,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T113R37a:2010-06-08T10:9:0Z:44.6139294312461:-95.2822905970635",44.613929,-95.282291,"Point",295201,7.865451,"4","Local Road",1788,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T109R37a:2009-06-25T11:43:0Z:44.2536413496529:-95.2678223072724",44.253641,-95.267822,"Point",295537,1.982933,"4","Local Road",3098,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T108R37a:2009-06-25T12:29:0Z:44.1952754988379:-95.2642881888744",44.195275,-95.264288,"Point",294050,0.586906,"4","Local Road",5841,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T153R37a:2012-07-03T13:0:0Z:48.1219560082467:-95.4298787659431",48.121956,-95.429879,"Point",11007,1.879802,"3","Local Connecting Road",6079,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T124R37a:2011-06-14T12:3:0Z:45.5621250425288:-95.3163095939422",45.562125,-95.31631,"Point",504927,3.149295,"4","Local Road",539,0,0,0,0,0,0,0,0,0,1,0,1
"mnbba:T103R37a:2010-06-18T13:43:0Z:43.7181294138112:-95.2426668020265",43.718129,-95.242667,"Point",221666,8.545553,"4","Local Road",2374,0,0,0,0,0,0,0,0,8,20,8,20
"mnbba:T118R37a:2010-06-03T12:56:0Z:45.0510253956763:-95.2927716569496",45.051025,-95.292772,"Point",400829,5.212609,"4","Local Road",3162,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T101R37a:2010-06-22T14:17:0Z:43.5616100580688:-95.2352276419841",43.56161,-95.235228,"Point",222831,4.503114,"4","Local Road",984,0,0,0,0,0,0,0,0,6,19,6,19
"mnbba:T106R37a:2010-06-18T11:53:0Z:44.0032300874532:-95.250189224806",44.00323,-95.250189,"Point",181865,31.354196,"4","Local Road",4306,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T125R37a:2009-06-25T11:9:0Z:45.6638703223873:-95.3143624809412",45.66387,-95.314362,"Point",504899,1.331013,"4","Local Road",2979,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T102R37a:2010-06-22T13:21:0Z:43.6551412582083:-95.2357087861573",43.655141,-95.235709,"Point",615146,46.03176,"4","Local Road",5512,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T102R37a:2010-06-22T13:9:0Z:43.6519977030724:-95.2351548824035",43.651998,-95.235155,"Point",615146,0.922319,"4","Local Road",6824,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T118R37a:2010-06-03T12:41:0Z:45.0510153888884:-95.2874376050263",45.051015,-95.287438,"Point",400738,1.564183,"4","Local Road",507,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T126R37a:2009-06-25T10:6:0Z:45.7241220670734:-95.31430654971",45.724122,-95.314307,"Point",506108,2.732494,"4","Local Road",1713,0,0,0,0,0,0,0,0,4,12,4,12
"mnbba:T153R37a:2012-07-03T12:40:0Z:48.1219790592684:-95.4198189729425",48.121979,-95.419819,"Point",11007,2.312148,"3","Local Connecting Road",1,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T121R37a:2011-06-16T11:32:0Z:45.2885098841388:-95.2962399650459",45.28851,-95.29624,"Point",548924,0.008731,"4","Local Road",5033,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T121R37a:2011-06-16T11:42:0Z:45.3086126211601:-95.296142651012",45.308613,-95.296143,"Point",548926,0.065469,"4","Local Road",6343,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T121R37a:2011-06-16T11:13:0Z:45.3182668141756:-95.2962603330187",45.318267,-95.29626,"Point",546855,4.588582,"4","Local Road",1871,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T103R37a:2010-06-18T14:19:0Z:43.7563928724396:-95.2354132905257",43.756393,-95.235413,"Point",223593,2.72354,"4","Local Road",4249,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T109R37a:2009-06-25T11:29:0Z:44.2524930396116:-95.2514763746379",44.252493,-95.251476,"Point",295537,118.927342,"4","Local Road",3328,0,0,0,0,0,0,0,0,9,21,9,21
"mnbba:T124R37a:2011-06-14T11:48:0Z:45.5639150823712:-95.302928304027",45.563915,-95.302928,"Point",505665,4.590096,"4","Local Road",1889,0,0,2,5,0,0,2,5,6,20,4,15
"mnbba:T127R37a:2009-06-24T11:20:0Z:45.8136509248167:-95.3112891507506",45.813651,-95.311289,"Point",424337,1.883053,"4","Local Road",2653,0,0,3,8,0,0,3,8,3,8,0,0
"mnbba:T127R37a:2010-06-28T11:0:0Z:45.8136595663332:-95.311279420387",45.81366,-95.311279,"Point",424337,0.926698,"4","Local Road",2411,0,0,3,8,0,0,3,8,3,8,0,0
"mnbba:T125R37a:2009-06-25T11:29:0Z:45.6360560239094:-95.3034701074454",45.636056,-95.30347,"Point",507205,4.106807,"4","Local Road",1657,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T137R37a:2010-06-04T12:17:0Z:46.6878422263122:-95.3477103559426",46.687842,-95.34771,"Point",102154,2.617544,"4","Local Road",2499,0,0,0,0,0,0,0,0,4,9,4,9
"mnbba:T107R37a:2009-06-26T13:4:0Z:44.0935398592575:-95.2420025523041",44.09354,-95.242003,"Point",185625,42.388287,"4","Local Road",3936,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T111R37a:2010-06-21T12:37:0Z:44.428470843987:-95.2542111476926",44.428471,-95.254211,"Point",295040,18.86251,"4","Local Road",914,0,0,0,0,0,0,0,0,3,10,3,10
"mnbba:T111R37a:2009-06-29T12:35:0Z:44.428470843987:-95.2542111476926",44.428471,-95.254211,"Point",295040,18.86251,"4","Local Road",914,0,0,0,0,0,0,0,0,3,10,3,10
"mnbba:T141R37a:2010-06-04T10:50:0Z:47.0354276330405:-95.3604450679818",47.035428,-95.360445,"Point",7687,0.306641,"4","Local Road",2165,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T118R37a:2010-06-03T12:28:0Z:45.050998304829:-95.2770363050034",45.050998,-95.277036,"Point",400737,1.367013,"4","Local Road",59,0,0,2,5,0,0,2,5,2,5,0,0
"mnbba:T138R37a:2010-06-04T10:52:0Z:46.7713177978971:-95.3479577850034",46.771318,-95.347958,"Point",802,4.929658,"4","Local Road",181,0,0,3,14,0,0,3,14,6,20,3,6
"mnbba:T154R37b:2012-07-03T12:0:0Z:48.1219482971054:-95.4084069279224",48.121948,-95.408407,"Point",11007,0.64332,"3","Local Connecting Road",231,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T110R37a:2009-06-30T10:31:0Z:44.3434180538164:-95.2483048822453",44.343418,-95.248305,"Point",296643,2.179308,"4","Local Road",1582,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T103R37a:2010-06-18T14:5:0Z:43.7450097092808:-95.2254016969876",43.74501,-95.225402,"Point",223732,1.214036,"4","Local Road",2375,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T108R37a:2009-06-25T12:48:0Z:44.1817490257873:-95.2411728843696",44.181749,-95.241173,"Point",182129,5.126829,"4","Local Road",4949,0,0,0,0,0,0,0,0,2,3,2,3
"mnbba:T133R37a:2012-05-31T14:7:0Z:46.3403319984773:-95.3267499999428",46.340332,-95.32675,"Point",105959,0.711126,"4","Local Road",5804,0,0,0,1,0,0,0,1,1,5,1,4
"mnbba:T152R37b:2012-07-03T14:4:0Z:47.9770777463528:-95.3993028399827",47.977078,-95.399303,"Point",35567,45.777004,"4","Local Road",3096,0,0,0,0,0,0,0,0,8,20,8,20
"mnbba:T136R37a:2012-06-06T12:1:0Z:46.6040159986361:-95.3379309998995",46.604016,-95.337931,"Point",96094,3.785481,"4","Local Road",1516,0,0,0,0,0,0,0,0,6,17,6,17
"mnbba:T117R37a:2010-06-03T13:45:0Z:44.9385390007753:-95.2692641280142",44.938539,-95.269264,"Point",398544,1.80321,"4","Local Road",1966,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T116R37a:2010-06-06T13:44:0Z:44.891364519851:-95.2671920399289",44.891365,-95.267192,"Point",300127,2.149427,"4","Local Road",4015,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T117R37a:2010-06-03T14:3:0Z:44.9439240229292:-95.2691721639853",44.943924,-95.269172,"Point",398544,2.515996,"4","Local Road",5343,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T114R37a:2010-06-07T10:33:0Z:44.6733049052878:-95.2580637119902",44.673305,-95.258064,"Point",300854,7.695773,"4","Local Road",1327,0,0,6,20,0,0,6,20,6,20,0,0
"mnbba:T122R37a:2011-06-16T11:30:0Z:45.4073249905729:-95.2861379242351",45.407325,-95.286138,"Point",550199,1.92917,"4","Local Road",5933,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T124R37a:2011-06-14T11:37:0Z:45.5639278230067:-95.2921431419522",45.563928,-95.292143,"Point",505664,3.568539,"4","Local Road",6243,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T136R37a:2012-06-06T12:15:0Z:46.6149319987711:-95.3360939999605",46.614932,-95.336094,"Point",617826,0.458107,"4","Local Road",3471,0,0,3,10,0,0,3,10,5,14,2,4
"mnbba:T122R37a:2011-06-16T11:19:0Z:45.4041860502044:-95.2855694951248",45.404186,-95.285569,"Point",550199,49.290603,"4","Local Road",2114,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T142R37a:2010-06-02T11:20:0Z:47.1433099990982:-95.3589000000181",47.14331,-95.3589,"Point",5485,1.139654,"4","Local Road",130,0,4,2,7,2,6,4,17,4,17,0,0
"mnbba:T126R37a:2009-06-25T10:25:0Z:45.7266005187576:-95.298447468914",45.726601,-95.298447,"Point",507804,3.799481,"4","Local Road",5410,0,0,3,9,0,0,3,9,3,9,0,0
"mnbba:T120R37a:2011-06-15T11:12:0Z:45.2293337051336:-95.2777857432868",45.229334,-95.277786,"Point",547694,39.626975,"4","Local Road",6337,0,0,0,3,0,0,0,3,0,6,0,3
"mnbba:T142R37a:2010-06-02T10:58:0Z:47.1372099984894:-95.357999999939",47.13721,-95.358,"Point",1366,18.258144,"4","Local Road",2634,4,13,0,0,0,1,4,14,4,14,0,0
"mnbba:T120R37a:2011-06-15T11:2:0Z:45.2327908405751:-95.2777277438059",45.232791,-95.277728,"Point",547694,40.330696,"4","Local Road",3587,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T115R37a:2010-06-09T10:33:0Z:44.7783686046226:-95.2595278900073",44.778369,-95.259528,"Point",307104,9.72796,"4","Local Road",392,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T152R37b:2012-07-03T13:50:0Z:47.9707016320461:-95.3952479269444",47.970702,-95.395248,"Point",35567,3.843057,"4","Local Road",6289,0,0,0,0,0,0,0,0,5,19,5,19
"mnbba:T152R37b:2012-07-03T14:20:0Z:47.9607394890813:-95.3943137640167",47.960739,-95.394314,"Point",35567,5.130064,"4","Local Road",2715,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T120R37a:2011-06-15T11:24:0Z:45.2360524763637:-95.2771454135095",45.236052,-95.277145,"Point",547694,1.760439,"4","Local Road",5474,0,0,0,0,0,0,0,0,0,1,0,1
"mnbba:T112R37a:2009-06-30T13:19:0Z:44.5188487151836:-95.2488007950116",44.518849,-95.248801,"Point",294699,44.046052,"4","Local Road",5849,0,0,0,0,0,0,0,0,9,16,9,16
"mnbba:T115R37a:2010-06-09T10:49:0Z:44.8013237423237:-95.2595516920135",44.801324,-95.259552,"Point",303762,8.867554,"4","Local Road",1615,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T132R37a:2012-05-28T13:58:0Z:46.2599765059276:-95.3183835547372",46.259977,-95.318384,"Point",100060,0.715573,"4","Local Road",3662,0,0,0,0,0,0,0,0,1,4,1,4
"mnbba:T104R37a:2010-06-18T10:45:0Z:43.804858316091:-95.220214009941",43.804858,-95.220214,"Point",223008,2.314907,"4","Local Road",2380,0,0,0,0,0,0,0,0,3,11,3,11
"mnbba:T141R37a:2010-06-04T10:32:0Z:47.0499180335371:-95.351183421989",47.049918,-95.351183,"Point",7516,3.625576,"4","Local Road",3871,0,0,6,20,0,0,6,20,6,20,0,0
"mnbba:T114R37a:2010-06-07T10:52:0Z:44.7016612369606:-95.254016260979",44.701661,-95.254016,"Point",305558,3.638247,"4","Local Road",3310,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T116R37a:2010-06-06T12:28:0Z:44.8894653936713:-95.2603677390276",44.889465,-95.260368,"Point",306219,2.19928,"4","Local Road",949,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T115R37a:2010-06-09T10:15:0Z:44.7743883656083:-95.2541277009205",44.774388,-95.254128,"Point",305314,0.80242,"4","Local Road",5683,0,0,0,0,0,0,0,0,5,13,5,13
"mnbba:T105R37a:2010-06-17T11:20:0Z:43.8929976817579:-95.220449638946",43.892998,-95.22045,"Point",184592,0.670544,"4","Local Road",4481,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T128R37a:2009-06-30T11:21:0Z:45.9217565393885:-95.2998384629821",45.921757,-95.299838,"Point",426032,0.525121,"4","Local Road",5596,0,0,0,0,3,7,3,7,3,7,0,0
"mnbba:T119R37a:2011-06-15T11:2:0Z:45.1346611305974:-95.2677948569393",45.134661,-95.267795,"Point",396127,42.198743,"4","Local Road",3586,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T128R37a:2010-06-28T11:50:0Z:45.9253298748913:-95.2995356406435",45.92533,-95.299536,"Point",426032,24.325742,"4","Local Road",3481,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T119R37a:2011-06-15T10:51:0Z:45.1315156375921:-95.2672125695716",45.131516,-95.267213,"Point",396126,6.337376,"4","Local Road",3584,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T137R37a:2010-06-04T12:33:0Z:46.6916808232467:-95.3312009810069",46.691681,-95.331201,"Point",105255,1.289546,"4","Local Road",1458,0,0,0,0,0,0,0,0,1,3,1,3
"mnbba:T139R37a:2010-06-02T11:26:0Z:46.8878992240158:-95.3395223280187",46.887899,-95.339522,"Point",7967,42.197211,"4","Local Road",1695,0,4,8,14,1,2,9,20,9,20,0,0
"mnbba:T122R37a:2011-06-16T11:7:0Z:45.3788849048021:-95.2759747019423",45.378885,-95.275975,"Point",546060,0.200843,"4","Local Road",6552,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T110R37a:2009-06-29T12:56:0Z:44.3694303638904:-95.2364127547393",44.36943,-95.236413,"Point",296286,12.206224,"4","Local Road",5327,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T131R37a:2012-05-28T12:28:0Z:46.1804329988369:-95.3069729999194",46.180433,-95.306973,"Point",98813,7.498663,"4","Local Road",3619,0,0,0,0,0,0,0,0,0,2,0,2
"mnbba:T139R37a:2010-06-02T11:13:0Z:46.8872770445099:-95.335176610947",46.887277,-95.335177,"Point",7967,6.994349,"4","Local Road",3867,0,0,4,14,0,3,4,17,4,17,0,0
"mnbba:T123R37a:2011-06-14T11:13:0Z:45.4665293527435:-95.275554432977",45.466529,-95.275554,"Point",507091,0.018254,"4","Local Road",6056,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T125R37a:2009-06-25T11:48:0Z:45.6287718511764:-95.2818081212294",45.628772,-95.281808,"Point",505711,2.931103,"4","Local Road",6559,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T150R37a:2012-06-27T13:45:0Z:47.8201513345965:-95.3754422440053",47.820151,-95.375442,"Point",35351,280.131008,"4","Local Road",1982,0,0,0,0,0,0,0,0,9,23,9,23
"mnbba:T123R37a:2011-06-14T11:29:0Z:45.4732929632408:-95.2746306639837",45.473293,-95.274631,"Point",505156,0.997152,"4","Local Road",872,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T158R37a:2011-06-30T13:50:0Z:48.4525410359778:-95.4043351670223",48.452541,-95.404335,"Point",13956,4.589013,"4","Local Road",3538,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T158R37a:2012-06-27T12:55:0Z:48.4525410359778:-95.4043351670223",48.452541,-95.404335,"Point",13956,4.589013,"4","Local Road",3538,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T116R37a:2010-06-06T14:6:0Z:44.8470819402984:-95.248597989015",44.847082,-95.248598,"Point",306451,0.757481,"4","Local Road",5239,0,0,0,6,0,0,0,6,0,6,0,0
"mnbba:T135R37a:2012-06-06T11:4:0Z:46.5285389984104:-95.3157599999847",46.528539,-95.31576,"Point",104663,6.427708,"4","Local Road",2146,0,0,1,3,0,0,1,3,2,7,1,4
"mnbba:T150R37a:2012-06-27T13:20:0Z:47.8289435332485:-95.3729420060314",47.828944,-95.372942,"Point",37252,1.132612,"4","Local Road",3112,0,0,5,12,0,0,5,12,6,20,1,8
"mnbba:T110R37a:2009-06-30T10:16:0Z:44.3635431271751:-95.2279272255462",44.363543,-95.227927,"Point",298269,0.19033,"4","Local Road",2511,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T111R37a:2010-06-21T12:25:0Z:44.4176433367792:-95.2293390065041",44.417643,-95.229339,"Point",298283,45.236613,"4","Local Road",1149,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T111R37a:2009-06-29T12:8:0Z:44.4176433367792:-95.2293390065041",44.417643,-95.229339,"Point",298283,45.236613,"4","Local Road",1149,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T151R37a:2012-06-27T14:45:0Z:47.9207196726378:-95.3751168589881",47.92072,-95.375117,"Point",37459,7.902037,"4","Local Road",2029,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T111R37a:2010-06-21T12:14:0Z:44.4144858168573:-95.228734147999",44.414486,-95.228734,"Point",298283,0.784183,"4","Local Road",473,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T111R37a:2009-06-29T12:19:0Z:44.4144858168573:-95.228734147999",44.414486,-95.228734,"Point",298283,0.784183,"4","Local Road",473,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T123R37a:2011-06-14T11:0:0Z:45.4663177415545:-95.2694242525598",45.466318,-95.269424,"Point",506935,47.551613,"4","Local Road",1882,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T150R37a:2012-06-27T13:35:0Z:47.8277614058008:-95.3703984418584",47.827761,-95.370398,"Point",37724,1.955308,"4","Local Road",1493,0,0,0,1,0,0,0,1,4,16,4,15
"mnbba:T127R37a:2009-06-24T12:3:0Z:45.8025545838572:-95.2827366120472",45.802555,-95.282737,"Point",424157,3.692438,"4","Local Road",1054,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T127R37a:2010-06-28T10:30:0Z:45.8025545838572:-95.2827366120472",45.802555,-95.282737,"Point",424157,3.692438,"4","Local Road",1054,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T119R37a:2011-06-15T12:1:0Z:45.1089710265936:-95.2545037029575",45.108971,-95.254504,"Point",400439,4.414732,"3","Local Connecting Road",3585,0,0,0,0,0,0,0,0,0,3,0,3
"mnbba:T114R37a:2010-06-07T11:7:0Z:44.7136731384006:-95.2387771389712",44.713673,-95.238777,"Point",302902,3.355494,"4","Local Road",5893,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T131R37a:2012-05-28T12:42:0Z:46.1802842310505:-95.2973276939615",46.180284,-95.297328,"Point",99206,0.577504,"4","Local Road",2608,0,0,1,4,0,0,1,4,6,20,5,16
"mnbba:T134R37a:2012-05-31T14:35:0Z:46.413832998723:-95.3061919999255",46.413833,-95.306192,"Point",93697,3.015336,"4","Local Road",827,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T149R37a:2012-06-23T14:13:0Z:47.7459859984986:-95.3642969999793",47.745986,-95.364297,"Point",35350,3.085844,"4","Local Road",4471,0,0,6,20,0,0,6,20,6,20,0,0
"mnbba:T134R37a:2012-05-31T14:49:0Z:46.4204149992791:-95.3062360000076",46.420415,-95.306236,"Point",93697,2.465363,"4","Local Road",1067,0,0,3,8,0,0,3,8,3,10,0,2
"mnbba:T130R37a:2009-06-30T13:25:0Z:46.0794481100658:-95.291918812217",46.079448,-95.291919,"Point",429851,0.48681,"4","Local Road",3932,0,0,0,0,0,0,0,0,0,1,0,1
"mnbba:T127R37a:2009-06-24T11:45:0Z:45.8244020112261:-95.2813544233441",45.824402,-95.281354,"Point",429709,0.258782,"4","Local Road",6405,0,0,0,0,0,0,0,0,0,0,0,0
